LocationID,Zone,Borough,service_zone,is_airport_zone,cluster_status,cluster_id,cluster_name,typology_version,pickup_raw_longrun_tip_rate,pickup_residualized_tip_rate,pickup_tree_leaf_id,dropoff_raw_longrun_tip_rate,dropoff_residualized_tip_rate,dropoff_tree_leaf_id
137,Kips Bay,Manhattan,Yellow Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.2478608583263365,-0.0018263254833778,1,0.243271505974939,-0.0032861518138986,3
138,LaGuardia Airport,Queens,Airports,True,airport_special,7,Airport special zone,0426_kmeans6_airport_special,0.2423349328591108,0.0003255779675708,,0.2407193381102824,0.0004676413416387,
139,Laurelton,Queens,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0055718487289833,0.021549806515531,5,0.1054071693201182,-0.0257309361312609,5
140,Lenox Hill East,Manhattan,Yellow Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.2533595754860647,-0.003064946446966,1,0.2500211094687228,-0.0085943268243303,3
141,Lenox Hill West,Manhattan,Yellow Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.2622968840910696,0.0007273003649639,1,0.2619847117704481,-0.0010545079983232,3
142,Lincoln Square East,Manhattan,Yellow Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.2653614901836215,0.0036782834624617,1,0.2671137299557795,0.0026552539519587,3
143,Lincoln Square West,Manhattan,Yellow Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.2583228723605583,-0.0001299460530628,1,0.2526166550688253,-0.0082419208599905,3
144,Little Italy/NoLiTa,Manhattan,Yellow Zone,False,clustered,4,CBD-accessible business core,0426_kmeans6_airport_special,0.2435885642860018,-0.0067201930543253,1,0.2415006602898765,-0.0093530692847375,3
145,Long Island City/Hunters Point,Queens,Boro Zone,False,clustered,6,Industrial / logistics zone,0426_kmeans6_airport_special,0.1803287230362715,0.0028901683661589,1,0.22424030695946,0.0120680825216133,4
146,Long Island City/Queens Plaza,Queens,Boro Zone,False,clustered,6,Industrial / logistics zone,0426_kmeans6_airport_special,0.1996512344936682,-0.0215057394212627,1,0.209430379606431,0.0010157917463172,4
147,Longwood,Bronx,Boro Zone,False,clustered,3,Housing-pressure residential zone,0426_kmeans6_airport_special,0.0102404830291078,-0.0056675634666368,1,0.080208410241561,-0.0141348369986562,1
148,Lower East Side,Manhattan,Yellow Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.2346008783144606,-0.0022943402373119,1,0.2361148169032738,-0.0052751977351621,3
149,Madison,Brooklyn,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.005431135925257,-0.0017042071718489,1,0.0972265624437185,0.0008700591619438,4
150,Manhattan Beach,Brooklyn,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0177650773800746,0.0174828083492257,3,0.105457750277092,0.0215002805147315,4
151,Manhattan Valley,Manhattan,Yellow Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.2486480796220616,-0.0086070880416321,1,0.2527189716471982,-0.0054194407030449,3
152,Manhattanville,Manhattan,Boro Zone,False,clustered,3,Housing-pressure residential zone,0426_kmeans6_airport_special,0.1745744380376739,-0.0200760040956112,1,0.1974151285319778,-0.0120779008291974,1
153,Marble Hill,Manhattan,Boro Zone,False,clustered,3,Housing-pressure residential zone,0426_kmeans6_airport_special,0.0170995823795486,0.0143124002143212,3,0.1211066685721925,0.0103475423381341,1
154,Marine Park/Floyd Bennett Field,Brooklyn,Boro Zone,False,clustered,1,Recreation / open-space zone,0426_kmeans6_airport_special,0.1845873341520595,0.050048464812887,5,0.1866253145541259,0.016250252374768,2
155,Marine Park/Mill Basin,Brooklyn,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0096576943198261,-0.0051643880187325,1,0.0960260061134119,0.0007799864162451,4
156,Mariners Harbor,Staten Island,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.073374017096162,-0.0464867073534564,3,0.1028573801971363,-0.0159722146233627,4
157,Maspeth,Queens,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.1940014828865539,0.0465092689952309,1,0.2115053149539104,0.0209788188370942,4
158,Meatpacking/West Village West,Manhattan,Yellow Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.2468771089954172,0.0039713582560146,1,0.2593158498968804,0.0070263492966219,4
159,Melrose South,Bronx,Boro Zone,False,clustered,3,Housing-pressure residential zone,0426_kmeans6_airport_special,0.0117019696523972,-0.019299455277883,1,0.0859724331156536,-0.014084274892714,1
160,Middle Village,Queens,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0740522508236897,-0.005273647869182,1,0.1850146295296355,-0.008912613814745,2
161,Midtown Center,Manhattan,Yellow Zone,False,clustered,4,CBD-accessible business core,0426_kmeans6_airport_special,0.256595402815721,-0.0026354401167573,1,0.256378618705172,-0.0023787073860558,3
162,Midtown East,Manhattan,Yellow Zone,False,clustered,4,CBD-accessible business core,0426_kmeans6_airport_special,0.257002460678111,-0.0012952914770677,1,0.2600827290288079,0.0022793807473704,3
163,Midtown North,Manhattan,Yellow Zone,False,clustered,4,CBD-accessible business core,0426_kmeans6_airport_special,0.259489396180065,0.0009330942866063,1,0.25914989212983,0.0003273456104356,3
164,Midtown South,Manhattan,Yellow Zone,False,clustered,4,CBD-accessible business core,0426_kmeans6_airport_special,0.2553049236634787,-0.0010899351802811,1,0.2530882613263115,-0.0001317356234539,3
165,Midwood,Brooklyn,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0063989665585748,-0.0122431410059977,1,0.1055443706470787,-0.0040479369245066,4
166,Morningside Heights,Manhattan,Boro Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.2340854950679109,0.0125033679114054,1,0.2363148817325811,0.0058179365018877,3
167,Morrisania/Melrose,Bronx,Boro Zone,False,clustered,3,Housing-pressure residential zone,0426_kmeans6_airport_special,0.0039963956157322,-0.0132190676642859,1,0.0575154585454794,-0.0117974920157291,1
168,Mott Haven/Port Morris,Bronx,Boro Zone,False,clustered,6,Industrial / logistics zone,0426_kmeans6_airport_special,0.0368445015209799,-0.0182405771514714,1,0.1393238356528186,-0.021857968821486,1
169,Mount Hope,Bronx,Boro Zone,False,clustered,3,Housing-pressure residential zone,0426_kmeans6_airport_special,0.0072903900433785,-0.0037377163573017,1,0.0591721539567195,-0.0118539920141953,1
170,Murray Hill,Manhattan,Yellow Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.2544936153756583,-0.0031595706039561,1,0.2565151094666347,-0.0010316799234548,3
171,Murray Hill-Queens,Queens,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0127812461803298,-0.0198176893888631,3,0.1658359861386625,-0.000127528344222,4
172,New Dorp/Midland Beach,Staten Island,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.1877626793529234,0.05968089722512,4,0.1702456346345768,-0.0008754092357062,2
173,North Corona,Queens,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0482464541541063,-0.0145378126054484,1,0.1449247834876744,-0.0169843536306854,4
174,Norwood,Bronx,Boro Zone,False,clustered,3,Housing-pressure residential zone,0426_kmeans6_airport_special,0.0057679685050059,0.0061669048065101,3,0.0592801454337722,0.0157297224991365,4
175,Oakland Gardens,Queens,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0169964606666025,0.0107163729956124,4,0.1466190079641088,0.0060606617312815,5
176,Oakwood,Staten Island,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.1738554647425889,0.039817775857772,5,0.1850373126982051,0.009459070074104,5
177,Ocean Hill,Brooklyn,Boro Zone,False,clustered,3,Housing-pressure residential zone,0426_kmeans6_airport_special,0.0066774052673333,0.0008356952082297,1,0.0882110602220185,-0.0135427684778849,3
178,Ocean Parkway South,Brooklyn,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0117413659671026,5.147798455854364e-05,1,0.1120114282402298,-0.0039614753910879,4
179,Old Astoria,Queens,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.1305381418669656,-0.0294926862429935,1,0.2124580833232456,0.0029675182252727,4
180,Ozone Park,Queens,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.061747812350299,0.0061400650553106,1,0.1376649929415965,-0.0161933747258274,4
181,Park Slope,Brooklyn,Boro Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.1282115355054307,-0.0040734274763549,1,0.2070369093790709,0.0152997000262288,4
182,Parkchester,Bronx,Boro Zone,False,clustered,3,Housing-pressure residential zone,0426_kmeans6_airport_special,0.0026534103481968,0.0035080317655642,2,0.0595037128575933,0.0085153590053557,4
183,Pelham Bay,Bronx,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0083315827791544,0.0151834448795828,3,0.095124470671636,0.0098519098855098,4
184,Pelham Bay Park,Bronx,Boro Zone,False,clustered,3,Housing-pressure residential zone,0426_kmeans6_airport_special,0.0688659828956332,0.0031528843126668,5,0.0737456460830553,0.0065620161508552,5
185,Pelham Parkway,Bronx,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0061361117149804,0.0042913460680477,3,0.0936799234228268,0.0208539595659652,4
186,Penn Station/Madison Sq West,Manhattan,Yellow Zone,False,clustered,4,CBD-accessible business core,0426_kmeans6_airport_special,0.2480947273454902,-0.009303270760689,1,0.2642200916621037,4.482073102244528e-05,3
187,Port Richmond,Staten Island,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0799584090428839,0.0024283658127908,3,0.1294911008734228,-0.0010270194250924,4
188,Prospect-Lefferts Gardens,Brooklyn,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0120454732235539,-0.01093474681426,1,0.1320495399160671,-0.0002252472110067,4
189,Prospect Heights,Brooklyn,Boro Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.1227523779114376,-0.0030716205205556,1,0.2057691708537039,0.0022323765463117,4
190,Prospect Park,Brooklyn,Boro Zone,False,clustered,1,Recreation / open-space zone,0426_kmeans6_airport_special,0.1404006031424502,-0.0117001059879901,1,0.1909206346285271,-0.0057393983867371,2
191,Queens Village,Queens,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0075630571750704,0.0136857463112954,4,0.0814593080065806,0.0006417448827033,5
192,Queensboro Hill,Queens,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.037018971752786,-0.0134803647097741,1,0.1476638228861374,-0.0025307217859353,2
193,Queensbridge/Ravenswood,Queens,Boro Zone,False,clustered,6,Industrial / logistics zone,0426_kmeans6_airport_special,0.0888435091474426,-0.128343416143836,1,0.1523786717265492,-0.0685729298082236,2
194,Randalls Island,Manhattan,Yellow Zone,False,clustered,3,Housing-pressure residential zone,0426_kmeans6_airport_special,0.2239519110704824,0.0265182640368945,2,0.2274584508501218,-0.0201847676035108,1
195,Red Hook,Brooklyn,Boro Zone,False,clustered,6,Industrial / logistics zone,0426_kmeans6_airport_special,0.1339683118060636,-0.0153338238717553,1,0.2000875292628932,-0.0008257085188612,4
196,Rego Park,Queens,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0755801908824602,-0.0080277007271013,1,0.1548807841774753,-0.0094935489161282,4
197,Richmond Hill,Queens,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.065732792259149,0.0036833910779893,3,0.1082528131491324,-0.0002270955175663,4
198,Ridgewood,Queens,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0516576020372599,-0.0172308669880591,1,0.1899594571235529,0.0001469143276248,4
199,Rikers Island,Bronx,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.2179169411043229,-0.0010201933335003,1,,,4
200,Riverdale/North Riverdale/Fieldston,Bronx,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0194802182162696,0.007059514371239,4,0.186816985304465,0.0173873825872024,4
201,Rockaway Park,Queens,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0096659568353576,0.0311260005195414,4,0.1396038430085139,0.0353483012128594,5
202,Roosevelt Island,Manhattan,Boro Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.0865552833550294,-0.0023509028070801,1,0.2109691531977819,0.0162456895860435,3
203,Rosedale,Queens,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.019097739927668,0.0288325262666611,5,0.1089274163496812,-0.0231555367785557,5
204,Rossville/Woodrow,Staten Island,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0882366939413279,0.007009005119738,5,0.1567841039805655,0.0148951158978441,5
205,Saint Albans,Queens,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0045427887061904,0.0116500642069403,4,0.0869326364480345,-0.0193942329410431,5
206,Saint George/New Brighton,Staten Island,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.1148201748326674,-0.0381224723164828,1,0.1678410443063998,-0.0172038169933991,4
207,Saint Michaels Cemetery/Woodside,Queens,Boro Zone,False,clustered,6,Industrial / logistics zone,0426_kmeans6_airport_special,0.1894849956859014,0.0137879942189188,1,0.1637045732708367,0.0018892491869484,2
208,Schuylerville/Edgewater Park,Bronx,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0178783519035897,0.0132794224308364,3,0.1224798852543277,0.0136079674432111,4
209,Seaport,Manhattan,Yellow Zone,False,clustered,4,CBD-accessible business core,0426_kmeans6_airport_special,0.226246249004865,-0.0121158352280826,1,0.2244686512258776,-0.0069073643809989,3
210,Sheepshead Bay,Brooklyn,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.004030321792934,0.0171351819688896,3,0.07930912443387,0.0128445199654446,4
211,SoHo,Manhattan,Yellow Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.2467341070682569,-0.0088266536131974,1,0.2465598474468519,-0.0122038595620132,4
212,Soundview/Bruckner,Bronx,Boro Zone,False,clustered,3,Housing-pressure residential zone,0426_kmeans6_airport_special,0.0089994188345252,0.0023624318883126,2,0.0690649697010079,-0.0094991238151388,1
213,Soundview/Castle Hill,Bronx,Boro Zone,False,clustered,3,Housing-pressure residential zone,0426_kmeans6_airport_special,0.0102184891137711,0.0057997847655358,1,0.0638823945839753,0.0045508778386237,2
214,South Beach/Dongan Hills,Staten Island,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0521318863993396,0.0026372749081614,3,0.170719406484746,0.0025043068819029,4
215,South Jamaica,Queens,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0790377735848827,0.0152733005640529,4,0.0850683993961906,-0.0188752057208355,4
216,South Ozone Park,Queens,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.1195399222512618,0.0168087687817224,3,0.1657859088959471,-0.0090411290945956,4
217,South Williamsburg,Brooklyn,Boro Zone,False,clustered,3,Housing-pressure residential zone,0426_kmeans6_airport_special,0.0743013113308031,-0.0064805730504794,1,0.1170137430496041,-0.0859073379893066,1
218,Springfield Gardens North,Queens,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0069868391047017,0.0038229126861312,5,0.0992819063618067,-0.0184919248543847,5
219,Springfield Gardens South,Queens,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.1113743146643543,0.0383801741455311,5,0.1566627753499629,-0.0166716883742052,5
220,Spuyten Duyvil/Kingsbridge,Bronx,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0260466832548003,-0.0024090231709836,3,0.1799662123559244,0.0100256418654756,4
221,Stapleton,Staten Island,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.1457939364297857,-0.0244826787990176,1,0.1748913064552812,-0.0110696603046686,4
222,Starrett City,Brooklyn,Boro Zone,False,clustered,3,Housing-pressure residential zone,0426_kmeans6_airport_special,0.0023724785947342,0.0065329154110822,2,0.0263882520289008,-0.0029948939309938,4
223,Steinway,Queens,Boro Zone,False,clustered,6,Industrial / logistics zone,0426_kmeans6_airport_special,0.1680211127100412,0.0049814928790944,1,0.2227202679002609,0.0165496410079503,4
224,Stuy Town/Peter Cooper Village,Manhattan,Yellow Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.2442752651655904,-0.0078769974577546,1,0.2541692980379198,0.0005983389155294,2
225,Stuyvesant Heights,Brooklyn,Boro Zone,False,clustered,3,Housing-pressure residential zone,0426_kmeans6_airport_special,0.0163998131181009,-0.0063323245368774,1,0.1576722479387,-0.0058167418816436,4
226,Sunnyside,Queens,Boro Zone,False,clustered,6,Industrial / logistics zone,0426_kmeans6_airport_special,0.167813044982086,-0.0068105311750551,1,0.2093183061710626,0.0021085693726624,4
227,Sunset Park East,Brooklyn,Boro Zone,False,clustered,3,Housing-pressure residential zone,0426_kmeans6_airport_special,0.0125753236902264,0.0021596836808344,1,0.133989258519078,0.0213316516950824,4
228,Sunset Park West,Brooklyn,Boro Zone,False,clustered,6,Industrial / logistics zone,0426_kmeans6_airport_special,0.0443216951026587,0.0061430109105064,1,0.1716056515926438,0.0193527818530227,4
229,Sutton Place/Turtle Bay North,Manhattan,Yellow Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.2595231540755796,0.0028324609022928,1,0.2609439908377134,0.0025937057532725,3
230,Times Sq/Theatre District,Manhattan,Yellow Zone,False,clustered,4,CBD-accessible business core,0426_kmeans6_airport_special,0.2568671128309794,0.0051749488275353,1,0.2525224183427837,0.007275713169907,3
231,TriBeCa/Civic Center,Manhattan,Yellow Zone,False,clustered,4,CBD-accessible business core,0426_kmeans6_airport_special,0.2439613691387305,-0.0045503973757359,1,0.2409460942891471,-0.0056822283083774,3
232,Two Bridges/Seward Park,Manhattan,Yellow Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.2032692607908392,-0.0112537899828201,1,0.2228721096842587,-0.0127361127621524,2
233,UN/Turtle Bay South,Manhattan,Yellow Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.2511103232018943,-0.0003193793514971,1,0.2506163149427339,0.0007313742828531,3
234,Union Sq,Manhattan,Yellow Zone,False,clustered,4,CBD-accessible business core,0426_kmeans6_airport_special,0.2590996068756274,-0.0011755308583267,1,0.26227377570193,2.071185935741e-05,3
235,University Heights/Morris Heights,Bronx,Boro Zone,False,clustered,3,Housing-pressure residential zone,0426_kmeans6_airport_special,0.0050989415597649,0.0035820568454225,1,0.0501922107056468,-0.0081870861235288,1
236,Upper East Side North,Manhattan,Yellow Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.2639321621572147,0.00305913613335,1,0.2671103497589992,0.0008554685002812,3
237,Upper East Side South,Manhattan,Yellow Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.2684488785123257,0.0041771388791621,1,0.2700193601236309,-7.063612832265883e-05,3
238,Upper West Side North,Manhattan,Yellow Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.2603247650066,0.0011952829250689,1,0.2612994243098112,0.0018198835777193,3
239,Upper West Side South,Manhattan,Yellow Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.2691619482661674,0.0088148455650205,1,0.2683550365568423,0.005471039410156,3
240,Van Cortlandt Park,Bronx,Boro Zone,False,clustered,1,Recreation / open-space zone,0426_kmeans6_airport_special,0.0232491609994705,0.0091928369872818,5,0.1040788686236781,-0.0129917475590652,2
241,Van Cortlandt Village,Bronx,Boro Zone,False,clustered,3,Housing-pressure residential zone,0426_kmeans6_airport_special,0.0070640099101453,0.0028016237897655,3,0.0963073029405553,-0.0038136550532277,4
242,Van Nest/Morris Park,Bronx,Boro Zone,False,clustered,3,Housing-pressure residential zone,0426_kmeans6_airport_special,0.0070650778879121,-0.002875211756443,3,0.0580244471723458,0.0217068180485186,1
243,Washington Heights North,Manhattan,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.090610029134819,0.0008604079592109,1,0.2005752157769747,0.0132781977819683,4
244,Washington Heights South,Manhattan,Boro Zone,False,clustered,3,Housing-pressure residential zone,0426_kmeans6_airport_special,0.1301781953330133,-0.0082441040758053,1,0.1851846143910933,-0.0021700017150463,3
245,West Brighton,Staten Island,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.1792416556122039,0.0146827677542947,1,0.1879470245968297,0.0026395450738828,4
246,West Chelsea/Hudson Yards,Manhattan,Yellow Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.2477253500254718,-0.004169759709019,1,0.2503931291193327,-0.0047336395791763,3
247,West Concourse,Bronx,Boro Zone,False,clustered,3,Housing-pressure residential zone,0426_kmeans6_airport_special,0.0542577478709411,-0.0142752323218385,1,0.1359630545505171,-0.0158174025788785,1
248,West Farms/Bronx River,Bronx,Boro Zone,False,clustered,3,Housing-pressure residential zone,0426_kmeans6_airport_special,0.0056552061612694,-0.0059846142030173,2,0.0660140757821398,-0.005440407188224,1
249,West Village,Manhattan,Yellow Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.2552714792600892,0.0027617551454419,1,0.2666036460095429,0.0089618100487959,3
250,Westchester Village/Unionport,Bronx,Boro Zone,False,clustered,3,Housing-pressure residential zone,0426_kmeans6_airport_special,0.0103939591423974,0.0054318415460266,1,0.0689550326953418,0.0092187174613287,4
251,Westerleigh,Staten Island,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0966210745766455,-0.0555629907058262,1,0.1898789875147421,0.0020734175689457,4
252,Whitestone,Queens,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0390396377122028,-0.0067564697737415,1,0.1811563264796923,0.005009949018002,4
253,Willets Point,Queens,Boro Zone,False,clustered,6,Industrial / logistics zone,0426_kmeans6_airport_special,0.1604853892204693,0.0378465293064671,1,0.1851053998118603,-0.0091660052793265,4
254,Williamsbridge/Olinville,Bronx,Boro Zone,False,clustered,3,Housing-pressure residential zone,0426_kmeans6_airport_special,0.0027110796259442,0.0111968007700198,4,0.0522885634772543,0.0056790519770562,4
255,Williamsburg (North Side),Brooklyn,Boro Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.2095175661861278,0.0133559051850308,1,0.2089446087441727,-0.0046280803902589,4
256,Williamsburg (South Side),Brooklyn,Boro Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.1912290262768702,0.0045604990267784,1,0.2070026433066019,-0.010867076672608,3
257,Windsor Terrace,Brooklyn,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0605280677295728,0.0036392698346115,1,0.2142786926046846,0.0273348857141778,4
258,Woodhaven,Queens,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0137887076547833,-0.0111121796219639,2,0.1172910407618569,-0.0256972579717596,4
259,Woodlawn/Wakefield,Bronx,Boro Zone,False,clustered,5,Outer-borough residential zone,0426_kmeans6_airport_special,0.0075003243957045,0.0177310060503257,4,0.0872243456681412,0.0163001225663214,5
260,Woodside,Queens,Boro Zone,False,clustered,6,Industrial / logistics zone,0426_kmeans6_airport_special,0.1534182263917597,-0.011778538488026,1,0.1997337736810213,-0.0008582150179512,4
261,World Trade Center,Manhattan,Yellow Zone,False,clustered,4,CBD-accessible business core,0426_kmeans6_airport_special,0.2301682066625909,-0.0130909705382812,1,0.2237587613303235,-0.0081027102471395,3
262,Yorkville East,Manhattan,Yellow Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.2560315854111445,0.0029900047453016,1,0.2572182988760563,0.0018902506734102,3
263,Yorkville West,Manhattan,Yellow Zone,False,clustered,2,Dense mixed-use neighborhood,0426_kmeans6_airport_special,0.2645491923356246,0.0055800071142914,1,0.2599083770324311,0.0016938046840218,4
